live_id,species,user_id,user_name,gender,time,content,label
yuer575402480,美容护肤,mm_00886699,小困包,未知,2025/4/26 0:30,哇塞窑鸡耶,1
yuer575402480,美容护肤,3xrys8mve3qkhcm,囍财,未知,2025/4/26 0:30,机制太炸了拍了好多,1
yuer575402480,美容护肤,wwy3083462584,冷言冷语冷温柔,未知,2025/4/26 0:30,有没有补水的套盒?,1
yuer575402480,美容护肤,3xkzvf3necfybyu,F S S240,未知,2025/4/26 0:31,再上一播福利,1
yuer575402480,美容护肤,wyt2942653,偏科的阿幽,未知,2025/4/26 0:31,今天没有遵宠吗,0
yuer575402480,美容护肤,3xctudvqvkkh7yc,芸笙爱看剧,未知,2025/4/26 0:31,水光什么时候有货,1
yuer575402480,美容护肤,3xj4378b88ymwjc,幸祥,未知,2025/4/26 0:31,怎么晚上还吃起来了,0
yuer575402480,美容护肤,3xf3v3fag8tqbtw,侑點尐任性320,未知,2025/4/26 0:31,就是面霜的机制没有美白三件套的多[捂脸],0
yuer575402480,美容护肤,3xtnzftgek2z9k9,高小妞495,未知,2025/4/26 0:31,牛奶面膜什么时候有,1
yuer575402480,美容护肤,3xf3v3fag8tqbtw,侑點尐任性320,未知,2025/4/26 0:32,我只想要面霜[捂脸],1
yuer575402480,美容护肤,3x48sh6kxqcf5xc,归零,未知,2025/4/26 0:32,极光跟美白套盒哪个好?,1
yuer575402480,美容护肤,3x8dijp8b7jripk,雪宝 ,未知,2025/4/26 0:32,"御儿怎么保持身材的,有什么秘诀",0
yuer575402480,美容护肤,3x8qymkc7wa2qgi,小桃气,未知,2025/4/26 0:32,机制太炸了,0
yuer575402480,美容护肤,lg1234567890lg520,林距离,未知,2025/4/26 0:32,囤货了,1
yuer575402480,美容护肤,np2832953815,*niya平~,未知,2025/4/26 0:32,"@归零都好,效果不一样",0
yuer575402480,美容护肤,3xtnzftgek2z9k9,高小妞495,未知,2025/4/26 0:32,"牛奶面膜什么时候有,御儿",1
yuer575402480,美容护肤,3xctudvqvkkh7yc,芸笙爱看剧,未知,2025/4/26 0:32,水光什么时候有货,1
yuer575402480,美容护肤,wyt2942653,偏科的阿幽,未知,2025/4/26 0:32,今天有没有尊宠呀,1
yuer575402480,美容护肤,3xtnzftgek2z9k9,高小妞495,未知,2025/4/26 0:32,好久没看到了,0
yuer575402480,美容护肤,3x7qzn5cjdrxecc,把爱留给,未知,2025/4/26 0:33,下单了,1
yuer575402480,美容护肤,3xrys8mve3qkhcm,囍财,未知,2025/4/26 0:33,回购了,1
yuer575402480,美容护肤,3xume9j9mt3253w,初感001优优,未知,2025/4/26 0:33,水光不做了?,1
yuer575402480,美容护肤,yyyyds13140895851314,坠海,未知,2025/4/26 0:33,刚刚买了小紫瓶第一次用上次买了酵母水好用这次又买了,1
yuer575402480,美容护肤,3xf3v3fag8tqbtw,侑點尐任性320,未知,2025/4/26 0:33,好可惜我只能用面霜[捂脸],1
yuer575402480,美容护肤,Qm228888,陈老大看世界，,未知,2025/4/26 0:33,"吃的什么,好香",0
yuer575402480,美容护肤,3xume9j9mt3253w,初感001优优,未知,2025/4/26 0:33,功效那么好不做?,1
yuer575402480,美容护肤,3xctudvqvkkh7yc,芸笙爱看剧,未知,2025/4/26 0:34,我要去睡觉了,0
yuer575402480,美容护肤,3xvhdpcvs4r39i6,御初见,未知,2025/4/26 0:34,不上包包了吗?,1
yuer575402480,美容护肤,yyyyds13140895851314,坠海,未知,2025/4/26 0:34,就是痘痘和脸上有点红,1
yuer575402480,美容护肤,3xctudvqvkkh7yc,芸笙爱看剧,未知,2025/4/26 0:34,"御儿姐,晚安了",0
yuer575402480,美容护肤,ZMF888kiss, 仙女本仙mm,未知,2025/4/26 0:34,我还有一套尊宠[调皮][调皮][调皮][调皮],0
yuer575402480,美容护肤,qq1420512532,心（˙˙语,未知,2025/4/26 0:34,姐姐什么时候周年庆,0
yuer575402480,美容护肤,3xs6evn8ywzjw29,沐浴阳光,未知,2025/4/26 0:34,下单了,1
yuer575402480,美容护肤,3x8dijp8b7jripk,雪宝 ,未知,2025/4/26 0:34,淡化颈纹和肥胖纹那个方法是什么,1
yuer575402480,美容护肤,wwj1314520234,烟水飘渺,未知,2025/4/26 0:34,"好喜欢看御儿姐拍的古装短剧,什么时候更新新短剧",0
yuer575402480,美容护肤,3xdbq4p2xix988g,纯属虚构,未知,2025/4/26 0:34,"为什么我淡斑三件套,霜用得最快,是不是我一次性用多了,我是涂抹到脸上的,不是按压",1
yuer575402480,美容护肤,3xume9j9mt3253w,初感001优优,未知,2025/4/26 0:34,"水光套装很久没货了,一年多",1
yuer575402480,美容护肤,ZMF888kiss, 仙女本仙mm,未知,2025/4/26 0:34,嘿嘿是呀因为我当时一下子拍了3套[调皮][调皮][调皮][调皮][调皮,1
yuer575402480,美容护肤,c197115138,花落微凉梦倾城.凉情,未知,2025/4/26 0:35,小紫瓶和冻干粉哪个好?,1
yuer575402480,美容护肤,3xf3v3fag8tqbtw,侑點尐任性320,未知,2025/4/26 0:35,"多生产一些面霜嘛,做多瓶机子[落泪]",1
yuer575402480,美容护肤,yyyyds13140895851314,坠海,未知,2025/4/26 0:35,"好的!谢谢姐姐,真的很好用用完了在回购",1
