live_id,species,user_id,user_name,gender,time,content,label
MyHONOR6666,数码科技,3xasnhasgfadz5a,樱***,未知,2025/4/17 19:59,是预售的又不是直接发货[捂脸],0
MyHONOR6666,数码科技,3xu6v4esau8r86y,梦***,未知,2025/4/17 20:00,荣耀X60i送什么东西,1
MyHONOR6666,数码科技,3xdxhm2cnznfadk,***,未知,2025/4/17 20:02,荣耀power买最大内存好吗,1
MyHONOR6666,数码科技,3x4dcqdutgqdr8e,吃***,未知,2025/4/17 20:02,荣耀GTPRO手机几号发布,1
MyHONOR6666,数码科技,3xa9ytt7eh7248i,安***,未知,2025/4/17 20:03,我前几天买得x60P没给体重,1
MyHONOR6666,数码科技,3xghfa8k2gttkd9,云***,未知,2025/4/17 20:03,忘记备注了,0
MyHONOR6666,数码科技,3xghfa8k2gttkd9,云***,未知,2025/4/17 20:04,已经拍了,1
MyHONOR6666,数码科技,3xghfa8k2gttkd9,云***,未知,2025/4/17 20:04,怎么重新拍,1
MyHONOR6666,数码科技,3xa9ytt7eh7248i,安***,未知,2025/4/17 20:04,说前五名有,0
MyHONOR6666,数码科技,3xut9mgakgmxz5k,潼***,未知,2025/4/17 20:05,盘锦有国补吗,1
MyHONOR6666,数码科技,3xa9ytt7eh7248i,安***,未知,2025/4/17 20:05,我哪知道你们卖几台了,0
MyHONOR6666,数码科技,3xa9ytt7eh7248i,安***,未知,2025/4/17 20:05,咨询完了,0
MyHONOR6666,数码科技,3x4i5scuvj6ciqu,用***,未知,2025/4/17 20:06,主播怎么换衣服了,0
MyHONOR6666,数码科技,3xa9ytt7eh7248i,安***,未知,2025/4/17 20:06,让我看你们的直播记录,0
MyHONOR6666,数码科技,3x3jvwgxeb6hjsq,＠***,未知,2025/4/17 20:06,有没有不是曲屏的推荐一下,1
MyHONOR6666,数码科技,3xgra7xdgqjbgte,独***,未知,2025/4/17 20:07,预算2千元买哪款更好,1
MyHONOR6666,数码科技,3xqcfuz5sjjmqvy,龙***,未知,2025/4/17 20:07,主播.三折叠的介绍一下,1
MyHONOR6666,数码科技,3xa9ytt7eh7248i,安***,未知,2025/4/17 20:07,我哪知道在不在啊,0
MyHONOR6666,数码科技,3xgsmh7zbvvywik,馨***,未知,2025/4/17 20:08,买2号,1
MyHONOR6666,数码科技,3x5iz6cw7ixtdgi,-***,未知,2025/4/17 20:08,荣耀x60i快手能发动图吗,1
MyHONOR6666,数码科技,3xa9ytt7eh7248i,安***,未知,2025/4/17 20:08,你们说在几名就几名,0
MyHONOR6666,数码科技,3xdxhm2cnznfadk,***,未知,2025/4/17 20:08,买了荣耀power,0
MyHONOR6666,数码科技,3xu6v4esau8r86y,梦***,未知,2025/4/17 20:08,荣耀X60i4月13日买的怎样晒单返30元,1
MyHONOR6666,数码科技,3xsqpwt37bn5vm9,低***,未知,2025/4/17 20:08,X60pro多少钱,1
MyHONOR6666,数码科技,3x73sk4egjvx2pq,***,未知,2025/4/17 20:09,有90或者90Pro吗?,1
MyHONOR6666,数码科技,3xdxhm2cnznfadk,***,未知,2025/4/17 20:11,那退掉了,0
MyHONOR6666,数码科技,3xvicikhh2d43zk,失***,未知,2025/4/17 20:11,"国补怎么领,看不到啊",1
MyHONOR6666,数码科技,3x8ic3z27xkby5c,逆***,未知,2025/4/17 20:11,吉林有补贴吗,1
MyHONOR6666,数码科技,3x8ejyxkng8ftaa,訫***,未知,2025/4/17 20:11,21号链接有没有活动,1
MyHONOR6666,数码科技,3xaauriwmyg46zs,魔***,未知,2025/4/17 20:12,"荣耀gtPro,多久发布?",1
MyHONOR6666,数码科技,3xf6ewmq8wpzxg9,叱***,未知,2025/4/17 20:13,荣耀GTPRO有没有渠道,1
MyHONOR6666,数码科技,3xf6ewmq8wpzxg9,叱***,未知,2025/4/17 20:13,等不及了,0
MyHONOR6666,数码科技,3xre3i3nxr8e6cw,***,未知,2025/4/17 20:13,我下单了不是退五十吗,1
MyHONOR6666,数码科技,3xre3i3nxr8e6cw,***,未知,2025/4/17 20:13,我中奖了吗,0
MyHONOR6666,数码科技,3x8ejyxkng8ftaa,訫***,未知,2025/4/17 20:13,21号链接有赠品吗,1
MyHONOR6666,数码科技,3xre3i3nxr8e6cw,***,未知,2025/4/17 20:14,我买的300,0
MyHONOR6666,数码科技,3xaw4grxyeijhr4,别***,未知,2025/4/17 20:14,"荣耀POWer,内置铃声能展示一下么",1
MyHONOR6666,数码科技,3x8yyjk7wn4q8xs,安***,未知,2025/4/17 20:14,送的撒,0
MyHONOR6666,数码科技,3x8yyjk7wn4q8xs,安***,未知,2025/4/17 20:15,送的撒东西,0
MyHONOR6666,数码科技,3x8yyjk7wn4q8xs,安***,未知,2025/4/17 20:15,我也下单了,1
MyHONOR6666,数码科技,3xbwy3wapeerqzw,_***,未知,2025/4/17 20:15,备注了,0
MyHONOR6666,数码科技,3x8yyjk7wn4q8xs,安***,未知,2025/4/17 20:16,备注撒啊,0
MyHONOR6666,数码科技,3xdxhm2cnznfadk,***,未知,2025/4/17 20:16,"我的退掉了,但是还没有退款",0
MyHONOR6666,数码科技,3x8yyjk7wn4q8xs,安***,未知,2025/4/17 20:16,已经下单了啊,0
MyHONOR6666,数码科技,3x6qwps76vwiwb9,老***,未知,2025/4/17 20:16,我想问一下荣耀100防不防水,1
MyHONOR6666,数码科技,3x8yyjk7wn4q8xs,安***,未知,2025/4/17 20:17,已经下单了咋备注,1
MyHONOR6666,数码科技,3x8yyjk7wn4q8xs,安***,未知,2025/4/17 20:18,"处理了,退一下",0
