live_id,species,user_id,user_name,gender,time,content,label
baixiaobai666,美食饮料,Y12080316G,轻浅   ,未知,2025/4/24 21:06,塞牙证明是真板筋,1
baixiaobai666,美食饮料,CJY66554433,双手ヾ揣裤兜,未知,2025/4/24 21:06,他家东西挺好的,1
baixiaobai666,美食饮料,Xiwangxinxiangshiche,心想事“橙”,未知,2025/4/24 21:06,给力给力,0
baixiaobai666,美食饮料,j1992527,琳儿,未知,2025/4/24 21:06,优雅一点[笑哭][笑哭][笑哭][笑哭][笑哭],0
baixiaobai666,美食饮料,3xb4yp8tpm8dzxg,a＠乐＠,未知,2025/4/24 21:06,这大盘子几袋,1
baixiaobai666,美食饮料,3xpzby7m8u2abiw,一直在,未知,2025/4/24 21:06,公禾只金提取,0
baixiaobai666,美食饮料,3xps7iydcr8wcpu,一杯冰美式┊,未知,2025/4/24 21:06,中一次吧,0
baixiaobai666,美食饮料,3xx9epent3cvike,橘络,未知,2025/4/24 21:06,"这品牌方经常来,这都喷?",0
baixiaobai666,美食饮料,3xipkiihcswndsw,阿龙,未知,2025/4/24 21:06,糖三角上车,1
baixiaobai666,美食饮料,Vx136767828,A大嘉哥,未知,2025/4/24 21:06,是辣的吗?,1
baixiaobai666,美食饮料,aaa901110921222,文糖果,未知,2025/4/24 21:06,牛板筋就是塞牙,0
baixiaobai666,美食饮料,3xn54mzvuhuqnc6,星空之城,未知,2025/4/24 21:06,这是杠精啊,0
baixiaobai666,美食饮料,C124102213,宸旭宸,未知,2025/4/24 21:06,"边角料钣筋,[笑哭]可以",0
baixiaobai666,美食饮料,a109303495,燕子.321,未知,2025/4/24 21:06,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][,0
baixiaobai666,美食饮料,3xp5zz8unb8zzfe,无声,未知,2025/4/24 21:06,这品牌方有意思,0
baixiaobai666,美食饮料,3x3yfmyi7kcqkqm,牵绊,未知,2025/4/24 21:06,小白揍他,0
baixiaobai666,美食饮料,3xvsqqnp5wu9r36,美玲4968,未知,2025/4/24 21:06,白小白真厉害老六,0
baixiaobai666,美食饮料,3xkt68i8kvqz954,听^风,未知,2025/4/24 21:06,二姐那老娘们真能造,0
baixiaobai666,美食饮料,3xsk5hish2tf2kc,浅浅一笑nn,未知,2025/4/24 21:06,我要中奖[龇牙],0
baixiaobai666,美食饮料,3xnaq74g2txhjdk,拒绝暧昧,未知,2025/4/24 21:06,"天灵灵地灵灵,中个奖行不行",0
baixiaobai666,美食饮料,3xe5rewvsjkxw6u,静心思雨255,未知,2025/4/24 21:06,吃啥补啥[捂脸][捂脸][捂脸],0
baixiaobai666,美食饮料,3xw69cxjzkbg5xe,、猫小萌。,未知,2025/4/24 21:06,快去看牙[笑哭][笑哭][笑哭][笑哭],0
baixiaobai666,美食饮料,3xekh2fz8s9nasm,疯姐/文案,未知,2025/4/24 21:06,文龙有素质,0
baixiaobai666,美食饮料,3xpzby7m8u2abiw,一直在,未知,2025/4/24 21:06,医保医保来,0
baixiaobai666,美食饮料,3xpzby7m8u2abiw,一直在,未知,2025/4/24 21:06,公积金咨询公积金咨询,0
baixiaobai666,美食饮料,3x6fjsssruexfc2,米粒6175,未知,2025/4/24 21:06,老大欠他钱呀,0
baixiaobai666,美食饮料,3xkmjxxxdq3446u,林宝.儿,未知,2025/4/24 21:06,文龙长的真好玩,0
baixiaobai666,美食饮料,3xnneqjna6ednbk,生活不易,未知,2025/4/24 21:06,包装里配根牙签,1
baixiaobai666,美食饮料,3xqq8apg8jfgxmg,这只猪菜的可爱,未知,2025/4/24 21:06,文龙是场务啊,0
baixiaobai666,美食饮料,3xpzby7m8u2abiw,一直在,未知,2025/4/24 21:06,医保提现,0
baixiaobai666,美食饮料,SML198633,桃花香,未知,2025/4/24 21:06,[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][,0
baixiaobai666,美食饮料,3xkbeec5xbhhxai,0620,未知,2025/4/24 21:06,中奖中奖中奖,0
baixiaobai666,美食饮料,3x7p4s6v6i8zqjw,团团圆圆,未知,2025/4/24 21:06,@团团圆圆,0
baixiaobai666,美食饮料,3xtia992bt8ejw2,静静 ,未知,2025/4/24 21:06,我要中奖中奖中奖,0
baixiaobai666,美食饮料,3xtbvvpeg2ib48u,有舍有得,未知,2025/4/24 21:06,公积金,0
baixiaobai666,美食饮料,Jun11777,君君·小铺饰品,未知,2025/4/24 21:06,也挺难,0
baixiaobai666,美食饮料,W15512928894,请叫我苹姐,未知,2025/4/24 21:07,必须试吃啊,0
baixiaobai666,美食饮料,LOliVE1598,幸运星,未知,2025/4/24 21:07,官方大大[心心],0
baixiaobai666,美食饮料,3xymn5ep7gxskps,顺风顺水3113,未知,2025/4/24 21:07,中奖.[优秀],0
baixiaobai666,美食饮料,3xzs5u5xksj395k,浅温以南,未知,2025/4/24 21:07,卖的东西都不是一个品牌的呢,0
baixiaobai666,美食饮料,3xwvevj2ekw9v39,短短的通话成了遗憾,未知,2025/4/24 21:07,"快卖,不想看他",0
