live_id,species,user_id,user_name,gender,time,content,label
1572247695,美容护肤,3x9qkkpxq2ghmvu,黑***,未知,2025/4/26 23:05,四盒吧,1
1572247695,美容护肤,3x6ikzm4j6ib3nm,周***,未知,2025/4/26 23:05,晚上好,0
1572247695,美容护肤,3xjkzc44pujdtce,浪***,未知,2025/4/26 23:05,没抢到,1
1572247695,美容护肤,3xikvhfabpp6h49,平***,未知,2025/4/26 23:05,"效用了俩盒刷纹针法令纹抹干净了,不用送了",1
1572247695,美容护肤,3x36n2p483ywfku,小***,未知,2025/4/26 23:05,我已拍了给3盒吧,1
1572247695,美容护肤,3xycns75eie7khs,许***,未知,2025/4/26 23:05,两盒就把我的川字纹去掉了那么多压根用不完,1
1572247695,美容护肤,3xs9bsbfpksm4wc,想***,未知,2025/4/26 23:05,刚来这是什么,0
1572247695,美容护肤,3xj9gfq38hgrnxe,忻***,未知,2025/4/26 23:05,四盒关注了,0
1572247695,美容护肤,3xz7bikaeuyiq22,面***,未知,2025/4/26 23:05,4盒4盒4盒4盒4盒,1
1572247695,美容护肤,3xv94r847bbu7wu,王***,未知,2025/4/26 23:05,4盒吧,1
1572247695,美容护肤,3x4arrhrebzyjcw,冰***,未知,2025/4/26 23:05,4盒4盒4盒,1
1572247695,美容护肤,3x8h64qq7ds5skk,依***,未知,2025/4/26 23:05,活动上新大破价,1
1572247695,美容护肤,3xikvhfabpp6h49,平***,未知,2025/4/26 23:05,"别太贪心啦,我去美容院体验的都是1300一针一次,不用送了",1
1572247695,美容护肤,3xmrkz2bjyd6r5m,啊***,未知,2025/4/26 23:05,我刚来,0
1572247695,美容护肤,3x5dscbqqtybwvi,夏***,未知,2025/4/26 23:05,给四盒,1
1572247695,美容护肤,3xxmx3yfq9m4e84,六***,未知,2025/4/26 23:05,[666][666][666][666][666][666][666][6,0
1572247695,美容护肤,3xpqgfenes3nrpa,缘***,未知,2025/4/26 23:05,给4盒,1
1572247695,美容护肤,3xscy83fvqyebag,枫***,未知,2025/4/26 23:05,支持支持,0
1572247695,美容护肤,3xmg5bs9htkkmnw,叶***,未知,2025/4/26 23:05,新粉4盒吧,1
1572247695,美容护肤,3xbvifqt375mqk6,幸***,未知,2025/4/26 23:05,4套4套,1
1572247695,美容护肤,3xj9gfq38hgrnxe,忻***,未知,2025/4/26 23:05,支持琪琪,0
1572247695,美容护肤,3xyt7fpkyta7b6s,二***,未知,2025/4/26 23:05,4盒上,1
1572247695,美容护肤,3xikvhfabpp6h49,平***,未知,2025/4/26 23:05,我都是6500买的一盒.今天很便宜了,1
1572247695,美容护肤,3xji6csspacc9vc,****,未知,2025/4/26 23:05,带姐妹过来买你们家DNA纳超光子了,1
1572247695,美容护肤,3xps2javxrjtsxu,栀***,未知,2025/4/26 23:06,4盒谢谢,1
1572247695,美容护肤,3x6r3nnckz7hrke,快***,未知,2025/4/26 23:06,我是新粉,0
1572247695,美容护肤,3xqde4vtxzg2mca,-***,未知,2025/4/26 23:06,"我在你家都买好几年了,都是一两千一两千的买",1
1572247695,美容护肤,3xycns75eie7khs,许***,未知,2025/4/26 23:06,9针就消掉了抬头纹压根不需要那么多,1
1572247695,美容护肤,3xeest3e34y9n2u,半***,未知,2025/4/26 23:06,看到你的视频有新品DNA钠超光子快上点吧,1
1572247695,美容护肤,3xsyr8tt99un549,快***,未知,2025/4/26 23:06,新农民,0
1572247695,美容护肤,3xngrxvphwvvyri,东***,未知,2025/4/26 23:06,4新粉,0
1572247695,美容护肤,3xe37qecv5tzuiu,落***,未知,2025/4/26 23:06,444千,0
1572247695,美容护肤,3xmuzgpp5qkvxbq,快***,未知,2025/4/26 23:06,关注你两年了,0
1572247695,美容护肤,3x87zjvfnh23wc4,小***,未知,2025/4/26 23:06,4盒吧棋棋,1
