live_id,species,user_id,user_name,gender,time,content,label
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:51,@粘豆包有箱子保护的,0
725138881,户外运动,666666,粘****包:,未知,2025/4/26 10:51,炉子怕刮么?会不会刮花,1
725138881,户外运动,666666,善音****:,未知,2025/4/26 10:51,有气罐吗?,1
725138881,户外运动,666666,小****B:,未知,2025/4/26 10:51,已拍有转接头吧,1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:51,"@粘豆包有炉子保护的亲,不能用尖锐的东西刮,正常使用没问题的",0
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:51,"@善音气罐不含的,需要另拍",1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:51,炉子包含：分体卡式炉+80CM导气管+卡式气转接头+手提箱,1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:51,@Michael炒菜吃饭的日常感谢支持,0
725138881,户外运动,666666,南****落:,未知,2025/4/26 10:51,讲一下收纳包,1
725138881,户外运动,666666,M****常:,未知,2025/4/26 10:51,好便宜,1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:51,"一瓶净含量220克丁烷,支持2-3小时使用时间,保质期3年",1
725138881,户外运动,666666,南****落:,未知,2025/4/26 10:51,这个多少升的?,1
725138881,户外运动,666666,M****常:,未知,2025/4/26 10:52,买了40L的包,1
725138881,户外运动,666666,陈****梅:,未知,2025/4/26 10:52,1号车里面有安全阀吗,1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:52,"需要气罐置顶链接去拍了,8个气罐仅售39块",1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:53,@陈登梅有的亲,0
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:53,"36L新款首发,带肩带,带桌板~",1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:53,@陈登梅不客气,0
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:53,"42L大容量尺寸,480*330*270MM",1
725138881,户外运动,666666,M****常:,未知,2025/4/26 10:55,砧板送吗,1
725138881,户外运动,666666,南****落:,未知,2025/4/26 10:55,福利送桌板吧,1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:55,@Michael炒菜吃饭的日常送,0
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:55,@南山无梅落送,0
725138881,户外运动,666666,猪猪****:,未知,2025/4/26 10:55,40L,1
725138881,户外运动,666666,M****常:,未知,2025/4/26 10:55,我已经拍了40L的包,1
725138881,户外运动,666666,B****外:,未知,2025/4/26 10:55,"@猪猪这款没有40L的,是36",1
725138881,户外运动,666666,M****常:,未知,2025/4/26 10:56,送起来!,0
