live_id,species,user_id,user_name,gender,time,content,label
yijiazhibojian,数码科技,111111,阿***,女,2025/4/24 17:19,现在拍什么时候可以发货,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:19,"@阿***宝宝,可以联系人工客服确认发货时间哦~",0
yijiazhibojian,数码科技,111111,天***,女,2025/4/24 17:19,一加ace5还有补贴吗,1
yijiazhibojian,数码科技,111111,弦***,女,2025/4/24 17:19,"新品热卖中,好礼限时抢!",1
yijiazhibojian,数码科技,111111,念***,女,2025/4/24 17:19,这手机是单扬声器还是双,1
yijiazhibojian,数码科技,111111,探***,女,2025/4/24 17:19,有什么礼物,1
yijiazhibojian,数码科技,111111,南***,女,2025/4/24 17:19,一加13t和13有啥区别,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:19,"@南***一加13T热卖中,好礼限时抢",1
yijiazhibojian,数码科技,111111,乔***,女,2025/4/24 17:20,定义未来礼盒是什么东西,1
yijiazhibojian,数码科技,111111,万***,女,2025/4/24 17:20,想要无线充买13[捂脸]这是tt哦,1
yijiazhibojian,数码科技,111111,三***,女,2025/4/24 17:20,防水是几级,1
yijiazhibojian,数码科技,111111,持***,女,2025/4/24 17:20,价格都是国补后的价格吗,1
yijiazhibojian,数码科技,111111,7***,女,2025/4/24 17:20,礼盒呢,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,@持***国补多地可用详情咨询主播,1
yijiazhibojian,数码科技,111111,爱***,女,2025/4/24 17:20,.充一次电能管24小时,1
yijiazhibojian,数码科技,111111,s***,女,2025/4/24 17:20,主播分期怎么分的,0
yijiazhibojian,数码科技,111111,所***,女,2025/4/24 17:20,"没有无线充,没有广角,没有ip68,没有超声波指纹,真是醉了",0
yijiazhibojian,数码科技,111111,薅***,女,2025/4/24 17:20,以买加急发货,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,"@三***宝贝,可以咨询人工客服做到详细了解哦~",1
yijiazhibojian,数码科技,111111,东***,女,2025/4/24 17:20,哪里支持国补呀,1
yijiazhibojian,数码科技,111111,三***,女,2025/4/24 17:20,以旧换新什么政策,1
yijiazhibojian,数码科技,111111,探***,女,2025/4/24 17:20,晚上买行吗,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,@东***国补多地可用详情咨询主播,1
yijiazhibojian,数码科技,111111,東***,女,2025/4/24 17:20,礼盒还有吗,1
yijiazhibojian,数码科技,111111,^***,女,2025/4/24 17:20,不支持无线充,0
yijiazhibojian,数码科技,111111,@***,女,2025/4/24 17:20,看下手机正面,0
yijiazhibojian,数码科技,111111,森***,女,2025/4/24 17:20,云南的国补怎么领,1
yijiazhibojian,数码科技,111111,H***,女,2025/4/24 17:20,"我刚下单了,有没有礼品.??",1
yijiazhibojian,数码科技,111111,探***,女,2025/4/24 17:20,我要礼品,0
yijiazhibojian,数码科技,111111,万***,女,2025/4/24 17:20,没介绍防水应该没有[看][看],0
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,@森***国补多地可用详情咨询主播,1
yijiazhibojian,数码科技,111111,情***,女,2025/4/24 17:20,以旧换新怎么换?,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,"@情***宝贝,可以咨询人工客服做到详细了解哦~",0
yijiazhibojian,数码科技,111111,南***,女,2025/4/24 17:20,刚刚拍了多久发货,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,"@南***宝宝,可以联系人工客服确认发货时间哦~",0
yijiazhibojian,数码科技,111111,T***,女,2025/4/24 17:20,领不到国不,0
yijiazhibojian,数码科技,111111,鱼***,女,2025/4/24 17:20,礼包有啥,1
yijiazhibojian,数码科技,111111,x***,女,2025/4/24 17:20,礼盒是啥呀,1
yijiazhibojian,数码科技,111111,万***,女,2025/4/24 17:20,快买呀你们[捂脸],0
yijiazhibojian,数码科技,111111,旧***,女,2025/4/24 17:20,支持多少倍的变焦呀,1
yijiazhibojian,数码科技,111111,东***,女,2025/4/24 17:20,怎么领取国补,1
yijiazhibojian,数码科技,111111,张***,女,2025/4/24 17:20,看下充电宝,1
yijiazhibojian,数码科技,111111,心***,女,2025/4/24 17:20,可惜一加13买早了,0
yijiazhibojian,数码科技,111111,小***,女,2025/4/24 17:20,是超声波指纹吗,1
yijiazhibojian,数码科技,111111,一***,女,2025/4/24 17:20,和z8s哪个尺寸小,1
yijiazhibojian,数码科技,111111,探***,女,2025/4/24 17:20,看手机,0
yijiazhibojian,数码科技,111111,Z***,女,2025/4/24 17:20,还有背包吗,1
yijiazhibojian,数码科技,111111,幸***,女,2025/4/24 17:20,12+256的ac5有活动吗,1
yijiazhibojian,数码科技,111111,子***,女,2025/4/24 17:20,粉色还有1T的吗,1
yijiazhibojian,数码科技,111111,挽***,女,2025/4/24 17:20,参数有吗,1
yijiazhibojian,数码科技,111111,周***,女,2025/4/24 17:20,就只有书包吗?,1
yijiazhibojian,数码科技,111111,念***,女,2025/4/24 17:20,这是单扬声器还是双,1
yijiazhibojian,数码科技,111111,胡***,女,2025/4/24 17:20,怎么领取啊,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,@T***国补多地可用详情咨询主播,1
yijiazhibojian,数码科技,111111,东***,女,2025/4/24 17:20,说正事,0
yijiazhibojian,数码科技,111111,万***,女,2025/4/24 17:20,"13挺好的呀,为啥说买早了呢?[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]",0
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,"@霖***宝宝,可以联系人工客服确认发货时间哦~",0
yijiazhibojian,数码科技,111111,霖***,女,2025/4/24 17:20,什么时候发货,0
yijiazhibojian,数码科技,111111,俊***,女,2025/4/24 17:20,可以置换吗,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:20,"@***宝贝,可以咨询人工客服做到详细了解哦~",0
yijiazhibojian,数码科技,111111,青***,女,2025/4/24 17:21,怎么用国补?,1
yijiazhibojian,数码科技,111111,一***,女,2025/4/24 17:21,赛博朋克风,0
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:21,@青***国补多地可用详情咨询主播,1
yijiazhibojian,数码科技,111111,橙***,女,2025/4/24 17:21,怎么购买,1
yijiazhibojian,数码科技,111111,淡***,女,2025/4/24 17:21,怎么入会,1
yijiazhibojian,数码科技,111111,万***,女,2025/4/24 17:21,13、这手机比T好呀[捂脸][捂脸],1
yijiazhibojian,数码科技,111111,境***,女,2025/4/24 17:21,我有预约那些礼品还给不给?,0
yijiazhibojian,数码科技,111111,.***,女,2025/4/24 17:21,我的应该有礼盒吧,1
yijiazhibojian,数码科技,111111,开***,女,2025/4/24 17:21,一加ace5pro送的耳机是什么耳机,1
yijiazhibojian,数码科技,111111,一***,女,2025/4/24 17:21,是赛博风么,1
yijiazhibojian,数码科技,111111,小***,女,2025/4/24 17:21,天津没有补贴,0
yijiazhibojian,数码科技,111111,万***,女,2025/4/24 17:21,不是超声波[捂脸],0
yijiazhibojian,数码科技,111111,年***,女,2025/4/24 17:21,有充电么??????,1
yijiazhibojian,数码科技,111111,七***,女,2025/4/24 17:21,看看配置,1
yijiazhibojian,数码科技,111111,贝***,女,2025/4/24 17:21,13特信号怎么样?,1
yijiazhibojian,数码科技,111111,陈***,女,2025/4/24 17:21,多长?,0
yijiazhibojian,数码科技,111111,拾***,女,2025/4/24 17:21,还有其他礼品吗?,0
yijiazhibojian,数码科技,111111,青***,女,2025/4/24 17:21,怎么用国补啊?,1
yijiazhibojian,数码科技,111111,不***,女,2025/4/24 17:21,耳机送吗,1
yijiazhibojian,数码科技,111111,贝***,女,2025/4/24 17:21,信号好吗?,1
yijiazhibojian,数码科技,111111,啵***,女,2025/4/24 17:21,赠品是什么,1
yijiazhibojian,数码科技,111111,所***,女,2025/4/24 17:21,"这价格,加几百元,直接上旗舰13不香吗?",1
yijiazhibojian,数码科技,111111,万***,女,2025/4/24 17:21,不支持哦性价比一般[捂脸][捂脸],0
yijiazhibojian,数码科技,111111,兄***,女,2025/4/24 17:21,为什么2899点进去是3399,1
yijiazhibojian,数码科技,111111,阿***,女,2025/4/24 17:21,"已下单,送什么呢",1
yijiazhibojian,数码科技,111111,东***,女,2025/4/24 17:21,一加13T是什么屏幕,1
yijiazhibojian,数码科技,111111,义***,女,2025/4/24 17:21,慢点拍给我留情,0
yijiazhibojian,数码科技,111111,凤***,女,2025/4/24 17:21,北京有国补吗,1
yijiazhibojian,数码科技,111111,橙***,女,2025/4/24 17:21,有没礼品,1
yijiazhibojian,数码科技,111111,詹***,女,2025/4/24 17:21,有什么赠品?,1
yijiazhibojian,数码科技,844868159547143,一加官方旗舰店,女,2025/4/24 17:21,"@骁***宝宝,可以联系人工客服确认发货时间哦~",0
yijiazhibojian,数码科技,111111,@***,女,2025/4/24 17:21,国补用不了啊,0
yijiazhibojian,数码科技,111111,庭***,女,2025/4/24 17:21,还有礼品吗,1
yijiazhibojian,数码科技,111111,浮***,女,2025/4/24 17:21,礼盒还有吗,1
